comment_id,post_id,platform,comment_text,user,likes,date
998,249,LinkedIn,Deployed this across our 43 locations!,@riddleteresa_CIO,89,2024-04-30
999,249,LinkedIn,"Roadmap for {fake.random_element(['FedRAMP','GDPR'])} certification?",@erictownsend_CTO,21,2024-05-01
1000,250,LinkedIn,Zero Trust compatibility issues in v3.0,@danielthomas_CTO,39,2024-12-24
1001,250,LinkedIn,SIEM compatibility issues in v3.0,@carpenterdana_Security Engineer,30,2024-12-22
1002,250,LinkedIn,"Our {fake.random_element(['auditors','board'])} loved the compliance features",@wwhite_Security Engineer,60,2024-12-22
1003,250,LinkedIn,"Support ticket #{fake.random_int(1000,9999)} still unresolved",@xwatson_Security Engineer,15,2024-12-24
1004,251,Twitter,IaC compatibility issues in v3.0,@leepatrick_CTO,4,2024-10-15
1005,251,Twitter,"Our {fake.random_element(['auditors','board'])} loved the compliance features",@deborah56_CIO,5,2024-10-17
1006,251,Twitter,"Our {fake.random_element(['auditors','board'])} loved the compliance features",@joshuamorrison_CTO,93,2024-10-15
1007,252,Twitter,"SLA breach during {fake.random_element(['migration','pen test'])}",@leekerri_Cloud Architect,95,2025-02-03
1008,252,Twitter,Pricing for enterprises?,@garrett86_Cloud Architect,67,2025-02-05
1009,252,Twitter,"SLA breach during {fake.random_element(['migration','pen test'])}",@mosleylaura_CIO,11,2025-02-05
1010,252,Twitter,"Our {fake.random_element(['auditors','board'])} loved the compliance features",@jacksonkayla_CIO,36,2025-02-03
1011,253,LinkedIn,Zero Trust compatibility issues in v3.0,@michaelfrancis_Cloud Architect,73,2024-11-25
1012,253,LinkedIn,Kubernetes integration works flawlessly,@jgriffin_Cloud Architect,40,2024-11-25
1013,253,LinkedIn,Deployed this across our 32 locations!,@gwalker_Cloud Architect,29,2024-11-24
1014,254,LinkedIn,"Our {fake.random_element(['auditors','board'])} loved the compliance features",@kristenwilson_CTO,95,2025-03-09
1015,254,LinkedIn,Deployed this across our 29 locations!,@jduncan_CTO,55,2025-03-09
1016,254,LinkedIn,Deployed this across our 34 locations!,@millertammy_Security Engineer,13,2025-03-10
1017,254,LinkedIn,Terraform provider available?,@whitecaitlin_CIO,92,2025-03-10
1018,255,Facebook,Pricing for enterprises?,@angelawheeler_CTO,67,2024-11-14
1019,255,Facebook,LLM integration works flawlessly,@qmoreno_CTO,75,2024-11-14
1020,255,Facebook,Deployed this across our 14 locations!,@hwells_Security Engineer,83,2024-11-14
1021,255,Facebook,Deployed this across our 25 locations!,@xjohnson_Cloud Architect,88,2024-11-13
1022,255,Facebook,Deployed this across our 24 locations!,@alex31_CTO,89,2024-11-15
1023,256,LinkedIn,Pricing for non-profits?,@rileysarah_Cloud Architect,14,2025-02-24
1024,256,LinkedIn,"Our {fake.random_element(['auditors','board'])} loved the compliance features",@sandersdaniel_Security Engineer,7,2025-02-25
1025,256,LinkedIn,Deployed this across our 34 locations!,@simmonsbrian_CIO,16,2025-02-26
1026,256,LinkedIn,Pricing for non-profits?,@michaellewis_CTO,51,2025-02-25
1027,256,LinkedIn,SIEM integration works flawlessly,@abarnes_Cloud Architect,42,2025-02-24
1028,257,Twitter,"Roadmap for {fake.random_element(['FedRAMP','GDPR'])} certification?",@manuelarmstrong_Cloud Architect,27,2024-11-08
1029,257,Twitter,Deployed this across our 45 locations!,@morrisonjerry_CIO,25,2024-11-08
1030,257,Twitter,Pricing for enterprises?,@seantyler_Security Engineer,18,2024-11-09
1031,257,Twitter,Terraform provider available?,@karen88_CIO,29,2024-11-08
1032,257,Twitter,IaC compatibility issues in v2.1,@jerry73_CIO,81,2024-11-08
1033,258,Twitter,"SLA breach during {fake.random_element(['migration','pen test'])}",@wkline_Security Engineer,98,2024-07-16
1034,258,Twitter,"Roadmap for {fake.random_element(['FedRAMP','GDPR'])} certification?",@qdawson_CTO,61,2024-07-15
1035,258,Twitter,"Our {fake.random_element(['auditors','board'])} loved the compliance features",@wallacebrittany_Security Engineer,48,2024-07-14
1036,258,Twitter,Terraform provider available?,@lwalker_Cloud Architect,56,2024-07-16
1037,258,Twitter,Terraform provider available?,@vgriffin_CIO,51,2024-07-15
1038,259,Twitter,Terraform provider available?,@natasha09_CTO,9,2024-06-03
1039,259,Twitter,"Our {fake.random_element(['auditors','board'])} loved the compliance features",@sarahgutierrez_CIO,63,2024-06-04
1040,259,Twitter,SIEM integration works flawlessly,@millergeorge_CTO,3,2024-06-04
1041,259,Twitter,Pricing for enterprises?,@stephensmichael_CTO,7,2024-06-05
1042,259,Twitter,Deployed this across our 36 locations!,@johnstondavid_Security Engineer,80,2024-06-04
1043,260,Twitter,Terraform provider available?,@nicholas07_Security Engineer,41,2024-10-23
1044,260,Twitter,"SLA breach during {fake.random_element(['migration','pen test'])}",@ostevens_Cloud Architect,33,2024-10-22
1045,260,Twitter,"Our {fake.random_element(['auditors','board'])} loved the compliance features",@karen41_CIO,59,2024-10-23
1046,260,Twitter,"Our {fake.random_element(['auditors','board'])} loved the compliance features",@wrighttiffany_CTO,48,2024-10-21
1047,260,Twitter,Deployed this across our 44 locations!,@philiptaylor_CIO,14,2024-10-23
1048,261,Twitter,Deployed this across our 33 locations!,@michellesmith_CTO,23,2024-05-04
1049,261,Twitter,"Our {fake.random_element(['auditors','board'])} loved the compliance features",@rrichardson_CIO,79,2024-05-05
1050,261,Twitter,"Roadmap for {fake.random_element(['FedRAMP','GDPR'])} certification?",@michellejohnson_CTO,27,2024-05-05
1051,262,Twitter,LLM integration works flawlessly,@qlopez_Cloud Architect,79,2024-07-08
1052,262,Twitter,Zero Trust compatibility issues in v3.0,@lhines_Cloud Architect,88,2024-07-06
1053,262,Twitter,Deployed this across our 22 locations!,@jsolis_Security Engineer,1,2024-07-07
1054,262,Twitter,Kubernetes compatibility issues in v2.1,@marissa04_Cloud Architect,98,2024-07-07
1055,263,Twitter,"Roadmap for {fake.random_element(['FedRAMP','GDPR'])} certification?",@michaelmartin_CTO,93,2025-01-11
1056,263,Twitter,"Support ticket #{fake.random_int(1000,9999)} still unresolved",@camerontiffany_Security Engineer,14,2025-01-11
1057,263,Twitter,"Roadmap for {fake.random_element(['FedRAMP','GDPR'])} certification?",@xvalencia_CIO,2,2025-01-09
1058,263,Twitter,Kubernetes integration works flawlessly,@roger82_Security Engineer,89,2025-01-10
1059,264,Twitter,Deployed this across our 30 locations!,@morenokayla_Cloud Architect,61,2024-04-27
1060,264,Twitter,Terraform provider available?,@hgomez_CIO,35,2024-04-27
1061,264,Twitter,"Our {fake.random_element(['auditors','board'])} loved the compliance features",@charlene00_CIO,80,2024-04-28
1062,265,LinkedIn,Deployed this across our 13 locations!,@teresarodriguez_Security Engineer,85,2024-12-02
1063,265,LinkedIn,"Our {fake.random_element(['auditors','board'])} loved the compliance features",@stephen25_Security Engineer,6,2024-11-30
1064,265,LinkedIn,"Roadmap for {fake.random_element(['FedRAMP','GDPR'])} certification?",@karen45_Cloud Architect,89,2024-11-30
1065,265,LinkedIn,SIEM integration works flawlessly,@usavage_CTO,64,2024-12-02
1066,265,LinkedIn,Zero Trust compatibility issues in v2.1,@hernandezjaime_CIO,73,2024-11-30
1067,266,LinkedIn,"SLA breach during {fake.random_element(['migration','pen test'])}",@josephcaitlyn_CIO,9,2024-06-16
1068,266,LinkedIn,Deployed this across our 31 locations!,@hrodriguez_CIO,64,2024-06-15
1069,266,LinkedIn,Terraform provider available?,@kaylawheeler_CIO,34,2024-06-16
1070,266,LinkedIn,"Roadmap for {fake.random_element(['FedRAMP','GDPR'])} certification?",@michael84_Security Engineer,97,2024-06-15
1071,267,LinkedIn,SIEM integration works flawlessly,@ellen51_Cloud Architect,1,2024-08-20
1072,267,LinkedIn,"Our {fake.random_element(['auditors','board'])} loved the compliance features",@ukelly_Cloud Architect,43,2024-08-22
1073,267,LinkedIn,"Our {fake.random_element(['auditors','board'])} loved the compliance features",@jeff89_CTO,55,2024-08-21
1074,267,LinkedIn,Deployed this across our 32 locations!,@jcoleman_CTO,88,2024-08-20
1075,267,LinkedIn,Pricing for enterprises?,@matthewcervantes_Security Engineer,18,2024-08-21
1076,268,LinkedIn,"Our {fake.random_element(['auditors','board'])} loved the compliance features",@gregory21_Security Engineer,43,2024-08-21
1077,268,LinkedIn,"SLA breach during {fake.random_element(['migration','pen test'])}",@migueledwards_Cloud Architect,79,2024-08-20
1078,268,LinkedIn,Pricing for non-profits?,@kevin00_Cloud Architect,54,2024-08-21
1079,269,LinkedIn,LLM compatibility issues in v3.0,@andreahernandez_CTO,58,2025-04-10
1080,269,LinkedIn,Pricing for non-profits?,@andersonstephanie_CIO,18,2025-04-09
1081,269,LinkedIn,Pricing for enterprises?,@kjohnson_Cloud Architect,40,2025-04-09
1082,269,LinkedIn,Pricing for non-profits?,@edwardskevin_Security Engineer,65,2025-04-09
1083,270,LinkedIn,"Our {fake.random_element(['auditors','board'])} loved the compliance features",@trevor14_Cloud Architect,21,2024-07-25
1084,270,LinkedIn,"SLA breach during {fake.random_element(['migration','pen test'])}",@tbray_CIO,47,2024-07-25
1085,270,LinkedIn,Deployed this across our 15 locations!,@webstermarie_CIO,20,2024-07-26
1086,271,Twitter,"Roadmap for {fake.random_element(['FedRAMP','GDPR'])} certification?",@tinaperkins_CIO,65,2024-09-29
1087,271,Twitter,Deployed this across our 33 locations!,@mpayne_Cloud Architect,47,2024-09-30
1088,271,Twitter,Deployed this across our 31 locations!,@coreyrobbins_CTO,63,2024-09-28
1089,271,Twitter,"Roadmap for {fake.random_element(['FedRAMP','GDPR'])} certification?",@ugraves_CIO,60,2024-09-30
1090,272,Twitter,"Roadmap for {fake.random_element(['FedRAMP','GDPR'])} certification?",@uromero_Cloud Architect,75,2024-10-06
1091,272,Twitter,LLM integration works flawlessly,@jcox_CIO,65,2024-10-07
1092,272,Twitter,Deployed this across our 26 locations!,@christinaporter_Security Engineer,38,2024-10-06
1093,272,Twitter,Pricing for enterprises?,@drewstephens_CTO,89,2024-10-07
1094,273,LinkedIn,"Roadmap for {fake.random_element(['FedRAMP','GDPR'])} certification?",@karen91_Security Engineer,22,2025-01-28
1095,273,LinkedIn,"Roadmap for {fake.random_element(['FedRAMP','GDPR'])} certification?",@swillis_Security Engineer,19,2025-01-26
1096,273,LinkedIn,LLM integration works flawlessly,@youngtimothy_CTO,1,2025-01-26
1097,273,LinkedIn,Pricing for non-profits?,@mendezmeghan_CTO,37,2025-01-26
1098,274,Twitter,"Our {fake.random_element(['auditors','board'])} loved the compliance features",@gmurphy_Cloud Architect,21,2024-06-20
1099,274,Twitter,"Roadmap for {fake.random_element(['FedRAMP','GDPR'])} certification?",@mckenzietony_Security Engineer,40,2024-06-21
1100,274,Twitter,LLM integration works flawlessly,@ybenjamin_Cloud Architect,74,2024-06-22
1101,274,Twitter,Kubernetes integration works flawlessly,@carolynmccarthy_CIO,7,2024-06-20
1102,274,Twitter,Pricing for non-profits?,@cameronbass_CTO,79,2024-06-21
1103,275,LinkedIn,Zero Trust integration works flawlessly,@sandovaldanielle_Security Engineer,78,2024-09-02
1104,275,LinkedIn,"Our {fake.random_element(['auditors','board'])} loved the compliance features",@deborah56_Security Engineer,10,2024-09-01
1105,275,LinkedIn,"Our {fake.random_element(['auditors','board'])} loved the compliance features",@robertboyd_Cloud Architect,12,2024-09-01
1106,275,LinkedIn,Pricing for enterprises?,@davidbennett_CIO,32,2024-08-31
1107,276,Facebook,"Roadmap for {fake.random_element(['FedRAMP','GDPR'])} certification?",@blopez_Cloud Architect,58,2024-09-04
1108,276,Facebook,Kubernetes integration works flawlessly,@emily59_Security Engineer,6,2024-09-03
1109,276,Facebook,"Our {fake.random_element(['auditors','board'])} loved the compliance features",@latasha42_Security Engineer,23,2024-09-04
1110,277,LinkedIn,"Roadmap for {fake.random_element(['FedRAMP','GDPR'])} certification?",@susansullivan_CTO,79,2024-08-07
1111,277,LinkedIn,IaC compatibility issues in v2.1,@kodonnell_CTO,79,2024-08-05
1112,277,LinkedIn,"Roadmap for {fake.random_element(['FedRAMP','GDPR'])} certification?",@braunjustin_CTO,64,2024-08-07
1113,278,Twitter,Deployed this across our 11 locations!,@zjohnson_CIO,55,2025-04-14
1114,278,Twitter,Deployed this across our 25 locations!,@yarmstrong_Security Engineer,87,2025-04-14
1115,278,Twitter,"Roadmap for {fake.random_element(['FedRAMP','GDPR'])} certification?",@cherylalvarez_Cloud Architect,80,2025-04-14
1116,279,Twitter,"SLA breach during {fake.random_element(['migration','pen test'])}",@kelseythomas_CTO,79,2024-05-07
1117,279,Twitter,Pricing for enterprises?,@lawsonkenneth_Security Engineer,29,2024-05-06
1118,279,Twitter,Kubernetes integration works flawlessly,@jimmy41_Cloud Architect,71,2024-05-07
1119,280,LinkedIn,Deployed this across our 16 locations!,@sierra50_CIO,1,2024-11-25
1120,280,LinkedIn,LLM integration works flawlessly,@fowlerkathryn_CIO,6,2024-11-27
1121,280,LinkedIn,"SLA breach during {fake.random_element(['migration','pen test'])}",@kmoore_Security Engineer,90,2024-11-26
1122,280,LinkedIn,"Our {fake.random_element(['auditors','board'])} loved the compliance features",@npruitt_CIO,60,2024-11-25
1123,281,LinkedIn,"Support ticket #{fake.random_int(1000,9999)} still unresolved",@monica34_CTO,63,2024-11-20
1124,281,LinkedIn,SIEM compatibility issues in v2.1,@youngangela_Cloud Architect,64,2024-11-18
1125,281,LinkedIn,Kubernetes integration works flawlessly,@ricardo87_CTO,36,2024-11-19
1126,282,Facebook,"Support ticket #{fake.random_int(1000,9999)} still unresolved",@krodriguez_Cloud Architect,60,2025-02-11
1127,282,Facebook,"SLA breach during {fake.random_element(['migration','pen test'])}",@mathewsdustin_CIO,75,2025-02-11
1128,282,Facebook,"Support ticket #{fake.random_int(1000,9999)} still unresolved",@cookjuan_Cloud Architect,48,2025-02-12
1129,282,Facebook,SIEM integration works flawlessly,@lisa59_CIO,41,2025-02-10
1130,282,Facebook,Terraform provider available?,@phelpsjuan_CIO,40,2025-02-11
1131,283,LinkedIn,Deployed this across our 33 locations!,@steven04_Security Engineer,57,2025-03-17
1132,283,LinkedIn,Kubernetes compatibility issues in v3.0,@tracey98_CTO,62,2025-03-16
1133,283,LinkedIn,IaC integration works flawlessly,@annamiller_CTO,17,2025-03-16
1134,284,LinkedIn,Terraform provider available?,@victoria23_Security Engineer,58,2024-09-13
1135,284,LinkedIn,"Our {fake.random_element(['auditors','board'])} loved the compliance features",@riceroy_Security Engineer,18,2024-09-13
1136,284,LinkedIn,Pricing for enterprises?,@jonesmary_Cloud Architect,74,2024-09-11
1137,284,LinkedIn,"Our {fake.random_element(['auditors','board'])} loved the compliance features",@brownjacqueline_Cloud Architect,42,2024-09-11
1138,285,Twitter,"Our {fake.random_element(['auditors','board'])} loved the compliance features",@peterjohnson_CTO,73,2024-06-02
1139,285,Twitter,"Our {fake.random_element(['auditors','board'])} loved the compliance features",@james12_CTO,95,2024-06-02
1140,285,Twitter,LLM integration works flawlessly,@xmoss_Security Engineer,77,2024-06-03
1141,286,Facebook,SIEM integration works flawlessly,@carlos89_CTO,90,2024-12-17
1142,286,Facebook,"Support ticket #{fake.random_int(1000,9999)} still unresolved",@dawncantu_CTO,26,2024-12-17
1143,286,Facebook,Deployed this across our 27 locations!,@brownjeffrey_CIO,96,2024-12-16
1144,286,Facebook,SIEM integration works flawlessly,@jonesangela_CIO,97,2024-12-17
1145,286,Facebook,Zero Trust integration works flawlessly,@sabrina82_Cloud Architect,33,2024-12-16
1146,287,LinkedIn,Deployed this across our 35 locations!,@mallory81_Security Engineer,99,2024-08-21
1147,287,LinkedIn,Terraform provider available?,@angelaedwards_CTO,7,2024-08-22
1148,287,LinkedIn,"Our {fake.random_element(['auditors','board'])} loved the compliance features",@cooleyrichard_Cloud Architect,24,2024-08-21
1149,287,LinkedIn,Pricing for non-profits?,@tsandoval_CIO,62,2024-08-21
1150,287,LinkedIn,"Our {fake.random_element(['auditors','board'])} loved the compliance features",@shepherdjohnny_Cloud Architect,10,2024-08-22
1151,288,LinkedIn,"Roadmap for {fake.random_element(['FedRAMP','GDPR'])} certification?",@lawrenceanthony_CIO,29,2024-05-19
1152,288,LinkedIn,Pricing for enterprises?,@marksjonathan_Security Engineer,16,2024-05-19
1153,288,LinkedIn,SIEM compatibility issues in v3.0,@lindsay26_CIO,43,2024-05-18
1154,288,LinkedIn,Kubernetes compatibility issues in v3.0,@parkerdevon_Cloud Architect,71,2024-05-17
1155,289,Twitter,"Support ticket #{fake.random_int(1000,9999)} still unresolved",@daniel85_Cloud Architect,84,2024-09-18
1156,289,Twitter,Deployed this across our 13 locations!,@jamesjackson_Cloud Architect,26,2024-09-18
1157,289,Twitter,"Our {fake.random_element(['auditors','board'])} loved the compliance features",@acostabrianna_Cloud Architect,30,2024-09-16
1158,289,Twitter,"SLA breach during {fake.random_element(['migration','pen test'])}",@vmontgomery_CTO,33,2024-09-16
1159,290,Facebook,"Roadmap for {fake.random_element(['FedRAMP','GDPR'])} certification?",@sullivanrhonda_Cloud Architect,98,2024-09-18
1160,290,Facebook,"Our {fake.random_element(['auditors','board'])} loved the compliance features",@nsandoval_CIO,48,2024-09-18
1161,290,Facebook,Kubernetes compatibility issues in v2.1,@alyssacollins_Security Engineer,87,2024-09-19
1162,290,Facebook,Pricing for enterprises?,@lgarcia_CIO,81,2024-09-18
1163,291,Twitter,SIEM integration works flawlessly,@jose60_Cloud Architect,59,2024-05-02
1164,291,Twitter,Deployed this across our 21 locations!,@seanmorgan_Cloud Architect,40,2024-05-02
1165,291,Twitter,Deployed this across our 23 locations!,@zwilliams_CIO,16,2024-05-03
1166,291,Twitter,Kubernetes integration works flawlessly,@jason97_CIO,77,2024-05-02
1167,292,Twitter,Deployed this across our 39 locations!,@austingray_Security Engineer,51,2024-08-10
1168,292,Twitter,Deployed this across our 15 locations!,@caitlinroberson_Cloud Architect,84,2024-08-10
1169,292,Twitter,IaC integration works flawlessly,@annettenewman_Security Engineer,48,2024-08-10
1170,292,Twitter,"Our {fake.random_element(['auditors','board'])} loved the compliance features",@hodgescatherine_CTO,15,2024-08-10
1171,293,Twitter,Zero Trust integration works flawlessly,@garciaannette_CIO,53,2024-05-23
1172,293,Twitter,"Support ticket #{fake.random_int(1000,9999)} still unresolved",@heathercollins_CTO,3,2024-05-23
1173,293,Twitter,Terraform provider available?,@lwilson_Cloud Architect,17,2024-05-24
1174,293,Twitter,Deployed this across our 17 locations!,@harrisjoseph_Cloud Architect,21,2024-05-23
1175,294,Twitter,Terraform provider available?,@leonardgarrett_CIO,72,2024-10-22
1176,294,Twitter,Terraform provider available?,@bryantsusan_CTO,35,2024-10-23
1177,294,Twitter,Pricing for non-profits?,@kayla96_CTO,14,2024-10-22
1178,294,Twitter,"Roadmap for {fake.random_element(['FedRAMP','GDPR'])} certification?",@kelly41_CIO,34,2024-10-21
1179,294,Twitter,IaC compatibility issues in v3.0,@ortizpaul_Cloud Architect,17,2024-10-21
1180,295,Facebook,IaC integration works flawlessly,@dsmith_CTO,12,2024-09-18
1181,295,Facebook,"Our {fake.random_element(['auditors','board'])} loved the compliance features",@gregory75_CTO,98,2024-09-17
1182,295,Facebook,Zero Trust integration works flawlessly,@greererik_Cloud Architect,4,2024-09-17
1183,295,Facebook,Deployed this across our 28 locations!,@ggalvan_CTO,2,2024-09-16
1184,295,Facebook,"Support ticket #{fake.random_int(1000,9999)} still unresolved",@barrjill_Cloud Architect,6,2024-09-16
1185,296,Twitter,IaC compatibility issues in v2.1,@maciasbenjamin_Security Engineer,12,2024-04-22
1186,296,Twitter,LLM integration works flawlessly,@belllisa_Cloud Architect,11,2024-04-22
1187,296,Twitter,"Our {fake.random_element(['auditors','board'])} loved the compliance features",@denise52_CIO,85,2024-04-22
1188,296,Twitter,Kubernetes compatibility issues in v3.0,@bsmith_Security Engineer,14,2024-04-23
1189,296,Twitter,"Our {fake.random_element(['auditors','board'])} loved the compliance features",@tatecynthia_CTO,86,2024-04-22
1190,297,Twitter,Terraform provider available?,@joshualewis_Security Engineer,20,2024-11-23
1191,297,Twitter,Pricing for enterprises?,@richardthomas_Cloud Architect,9,2024-11-21
1192,297,Twitter,"Support ticket #{fake.random_int(1000,9999)} still unresolved",@molly51_Security Engineer,38,2024-11-22
1193,297,Twitter,Terraform provider available?,@yhill_Cloud Architect,44,2024-11-22
1194,298,LinkedIn,Kubernetes compatibility issues in v3.0,@simmonsvictor_CTO,17,2024-04-24
1195,298,LinkedIn,Deployed this across our 47 locations!,@stewartjames_Cloud Architect,24,2024-04-24
1196,298,LinkedIn,"Support ticket #{fake.random_int(1000,9999)} still unresolved",@karapaul_CTO,72,2024-04-22
1197,298,LinkedIn,Pricing for non-profits?,@kristen96_CIO,70,2024-04-22
1198,298,LinkedIn,"Support ticket #{fake.random_int(1000,9999)} still unresolved",@robin60_CTO,39,2024-04-22
1199,299,Facebook,Deployed this across our 37 locations!,@christopher88_Cloud Architect,57,2024-06-28
1200,299,Facebook,"SLA breach during {fake.random_element(['migration','pen test'])}",@veronicajohnson_Cloud Architect,52,2024-06-28
1201,299,Facebook,"SLA breach during {fake.random_element(['migration','pen test'])}",@melissa62_Security Engineer,25,2024-06-29
1202,299,Facebook,Pricing for enterprises?,@francoronald_Cloud Architect,98,2024-06-27
1203,299,Facebook,SIEM integration works flawlessly,@xhunter_CTO,87,2024-06-27
1204,300,Facebook,Pricing for enterprises?,@larakayla_Cloud Architect,33,2025-02-24
1205,300,Facebook,Zero Trust integration works flawlessly,@dyates_Cloud Architect,47,2025-02-24
1206,300,Facebook,"Our {fake.random_element(['auditors','board'])} loved the compliance features",@barnettmichael_Security Engineer,84,2025-02-26
1207,300,Facebook,Deployed this across our 27 locations!,@dmorrison_Cloud Architect,88,2025-02-24
1208,300,Facebook,Deployed this across our 19 locations!,@parkerchristopher_CIO,87,2025-02-24
1209,301,Facebook,"Our {fake.random_element(['auditors','board'])} loved the compliance features",@seanvalencia_CTO,36,2024-04-25
1210,301,Facebook,Pricing for enterprises?,@jenkinsscott_Security Engineer,89,2024-04-26
1211,301,Facebook,Kubernetes integration works flawlessly,@morrisonjacqueline_Security Engineer,94,2024-04-27
1212,301,Facebook,Zero Trust compatibility issues in v2.1,@zevans_CTO,54,2024-04-25
1213,301,Facebook,"Roadmap for {fake.random_element(['FedRAMP','GDPR'])} certification?",@matthewbeard_Cloud Architect,34,2024-04-25
1214,302,Facebook,Pricing for enterprises?,@phillip35_Security Engineer,18,2025-04-03
1215,302,Facebook,SIEM integration works flawlessly,@taylor27_Security Engineer,30,2025-04-04
1216,302,Facebook,"Our {fake.random_element(['auditors','board'])} loved the compliance features",@walkermary_CIO,3,2025-04-04
1217,303,Facebook,"SLA breach during {fake.random_element(['migration','pen test'])}",@johnsonemily_CTO,76,2024-10-07
1218,303,Facebook,Deployed this across our 22 locations!,@brian74_CTO,86,2024-10-07
1219,303,Facebook,"Our {fake.random_element(['auditors','board'])} loved the compliance features",@cjackson_CTO,26,2024-10-07
1220,303,Facebook,Terraform provider available?,@glennking_CIO,76,2024-10-08
1221,303,Facebook,Pricing for non-profits?,@carterdaniel_CIO,60,2024-10-06
1222,304,Facebook,"Our {fake.random_element(['auditors','board'])} loved the compliance features",@derekreed_Security Engineer,5,2024-11-15
1223,304,Facebook,Kubernetes compatibility issues in v3.0,@kristin71_Security Engineer,77,2024-11-13
1224,304,Facebook,"Our {fake.random_element(['auditors','board'])} loved the compliance features",@sevans_CTO,7,2024-11-15
1225,304,Facebook,Zero Trust integration works flawlessly,@priscillawilson_CTO,70,2024-11-13
1226,304,Facebook,LLM integration works flawlessly,@alexandriajohnson_CTO,26,2024-11-13
1227,305,Twitter,"Roadmap for {fake.random_element(['FedRAMP','GDPR'])} certification?",@chadhardin_Cloud Architect,93,2024-09-12
1228,305,Twitter,SIEM integration works flawlessly,@ywilson_Security Engineer,40,2024-09-12
1229,305,Twitter,Terraform provider available?,@kevinrobinson_Security Engineer,16,2024-09-13
1230,306,Facebook,"Our {fake.random_element(['auditors','board'])} loved the compliance features",@kjames_CTO,80,2024-07-09
1231,306,Facebook,"Our {fake.random_element(['auditors','board'])} loved the compliance features",@davisangela_Security Engineer,44,2024-07-08
1232,306,Facebook,Deployed this across our 42 locations!,@dianakirk_Cloud Architect,92,2024-07-07
1233,307,LinkedIn,Terraform provider available?,@douglas78_CTO,54,2024-11-18
1234,307,LinkedIn,Deployed this across our 43 locations!,@kbray_CTO,98,2024-11-16
1235,307,LinkedIn,Pricing for enterprises?,@saradaniel_Cloud Architect,58,2024-11-17
1236,308,LinkedIn,"Support ticket #{fake.random_int(1000,9999)} still unresolved",@alyssa85_CIO,68,2024-08-05
1237,308,LinkedIn,"Our {fake.random_element(['auditors','board'])} loved the compliance features",@bvaldez_CTO,56,2024-08-05
1238,308,LinkedIn,Pricing for non-profits?,@mark21_Security Engineer,51,2024-08-06
1239,308,LinkedIn,"SLA breach during {fake.random_element(['migration','pen test'])}",@stephaniemoore_CTO,38,2024-08-07
1240,308,LinkedIn,"Our {fake.random_element(['auditors','board'])} loved the compliance features",@amccarthy_Security Engineer,83,2024-08-06
1241,309,Facebook,"SLA breach during {fake.random_element(['migration','pen test'])}",@ashley83_Cloud Architect,4,2025-04-13
1242,309,Facebook,Deployed this across our 25 locations!,@eturner_Security Engineer,36,2025-04-11
1243,309,Facebook,"Roadmap for {fake.random_element(['FedRAMP','GDPR'])} certification?",@madeline90_Cloud Architect,76,2025-04-12
1244,309,Facebook,"Our {fake.random_element(['auditors','board'])} loved the compliance features",@rebecca34_CTO,67,2025-04-11
1245,309,Facebook,Deployed this across our 27 locations!,@megan23_Security Engineer,43,2025-04-13
1246,310,Facebook,Zero Trust compatibility issues in v2.1,@ifranklin_CTO,98,2024-09-06
1247,310,Facebook,LLM integration works flawlessly,@lisahall_CTO,41,2024-09-08
1248,310,Facebook,"Our {fake.random_element(['auditors','board'])} loved the compliance features",@graylogan_Security Engineer,28,2024-09-07
1249,310,Facebook,Deployed this across our 14 locations!,@garrett50_Cloud Architect,98,2024-09-07
1250,311,Twitter,Terraform provider available?,@qrodriguez_Cloud Architect,96,2025-03-20
1251,311,Twitter,"Our {fake.random_element(['auditors','board'])} loved the compliance features",@emily29_Cloud Architect,88,2025-03-21
1252,311,Twitter,LLM compatibility issues in v3.0,@kevin16_CTO,39,2025-03-20
1253,312,LinkedIn,"Roadmap for {fake.random_element(['FedRAMP','GDPR'])} certification?",@nicholas63_CTO,23,2024-05-14
1254,312,LinkedIn,Deployed this across our 18 locations!,@bgonzalez_CIO,68,2024-05-15
1255,312,LinkedIn,Terraform provider available?,@scox_CTO,2,2024-05-13
1256,313,Twitter,Terraform provider available?,@malik27_CTO,48,2025-02-14
1257,313,Twitter,Zero Trust integration works flawlessly,@marknewton_Cloud Architect,49,2025-02-13
1258,313,Twitter,"Support ticket #{fake.random_int(1000,9999)} still unresolved",@fgillespie_Cloud Architect,77,2025-02-14
1259,313,Twitter,Deployed this across our 25 locations!,@ballthomas_CIO,64,2025-02-13
1260,313,Twitter,"Our {fake.random_element(['auditors','board'])} loved the compliance features",@mkelley_CTO,86,2025-02-12
1261,314,LinkedIn,Deployed this across our 21 locations!,@lori79_CIO,55,2024-09-14
1262,314,LinkedIn,Pricing for non-profits?,@vmoore_CTO,68,2024-09-16
1263,314,LinkedIn,"Support ticket #{fake.random_int(1000,9999)} still unresolved",@andrew06_Security Engineer,53,2024-09-16
1264,314,LinkedIn,Terraform provider available?,@millerpaul_CIO,28,2024-09-14
1265,315,LinkedIn,SIEM integration works flawlessly,@kyle26_Security Engineer,77,2025-04-05
1266,315,LinkedIn,Deployed this across our 23 locations!,@andersonlucas_Cloud Architect,62,2025-04-05
1267,315,LinkedIn,"Roadmap for {fake.random_element(['FedRAMP','GDPR'])} certification?",@estradajohn_CTO,44,2025-04-03
